,NVDA,,AMZN,,AMD,,CRM
Date,Close,Date,Close,Date,Close,Date,Close
10/31/2019 16:00:00,201.02,10/31/2019 16:00:00,1776.66,10/31/2019 16:00:00,33.93,10/31/2019 16:00:00,156.49
11/1/2019 16:00:00,202.59,11/1/2019 16:00:00,1791.44,11/1/2019 16:00:00,34.89,11/1/2019 16:00:00,159.74
11/4/2019 16:00:00,210.5,11/4/2019 16:00:00,1804.66,11/4/2019 16:00:00,36.29,11/4/2019 16:00:00,157.6
11/5/2019 16:00:00,209.61,11/5/2019 16:00:00,1801.71,11/5/2019 16:00:00,36.15,11/5/2019 16:00:00,158.15
11/6/2019 16:00:00,207.63,11/6/2019 16:00:00,1795.77,11/6/2019 16:00:00,35.93,11/6/2019 16:00:00,158.93
11/7/2019 16:00:00,208.34,11/7/2019 16:00:00,1788.2,11/7/2019 16:00:00,36.28,11/7/2019 16:00:00,159.5
11/8/2019 16:00:00,207.78,11/8/2019 16:00:00,1785.88,11/8/2019 16:00:00,36.29,11/8/2019 16:00:00,161.11
11/11/2019 16:00:00,208.18,11/11/2019 16:00:00,1771.65,11/11/2019 16:00:00,36.31,11/11/2019 16:00:00,161.78
11/12/2019 16:00:00,209.61,11/12/2019 16:00:00,1778,11/12/2019 16:00:00,36.71,11/12/2019 16:00:00,162.86
11/13/2019 16:00:00,208.57,11/13/2019 16:00:00,1753.11,11/13/2019 16:00:00,37.52,11/13/2019 16:00:00,162.6
11/14/2019 16:00:00,209.79,11/14/2019 16:00:00,1754.6,11/14/2019 16:00:00,38.35,11/14/2019 16:00:00,163.05
11/15/2019 16:00:00,204.19,11/15/2019 16:00:00,1739.49,11/15/2019 16:00:00,38.56,11/15/2019 16:00:00,163.21
11/18/2019 16:00:00,212.28,11/18/2019 16:00:00,1752.53,11/18/2019 16:00:00,39.88,11/18/2019 16:00:00,162.77
11/19/2019 16:00:00,207.99,11/19/2019 16:00:00,1752.79,11/19/2019 16:00:00,41.29,11/19/2019 16:00:00,163.96
11/20/2019 16:00:00,211.18,11/20/2019 16:00:00,1745.53,11/20/2019 16:00:00,40.98,11/20/2019 16:00:00,164.2
11/21/2019 16:00:00,210.18,11/21/2019 16:00:00,1734.71,11/21/2019 16:00:00,39.52,11/21/2019 16:00:00,162.88
11/22/2019 16:00:00,210.89,11/22/2019 16:00:00,1745.72,11/22/2019 16:00:00,39.15,11/22/2019 16:00:00,162.81
11/25/2019 16:00:00,221.21,11/25/2019 16:00:00,1773.84,11/25/2019 16:00:00,39.79,11/25/2019 16:00:00,161.71
11/26/2019 16:00:00,217,11/26/2019 16:00:00,1796.94,11/26/2019 16:00:00,38.99,11/26/2019 16:00:00,162.54
11/27/2019 16:00:00,218.24,11/27/2019 16:00:00,1818.51,11/27/2019 16:00:00,39.41,11/27/2019 16:00:00,161.51
11/29/2019 13:00:00,216.74,11/29/2019 13:00:00,1800.8,11/29/2019 13:00:00,39.15,11/29/2019 13:00:00,162.89
12/2/2019 16:00:00,209.25,12/2/2019 16:00:00,1781.6,12/2/2019 16:00:00,38.73,12/2/2019 16:00:00,161
12/3/2019 16:00:00,207.66,12/3/2019 16:00:00,1769.96,12/3/2019 16:00:00,38.9,12/3/2019 16:00:00,161.57
12/4/2019 16:00:00,209.42,12/4/2019 16:00:00,1760.69,12/4/2019 16:00:00,39.69,12/4/2019 16:00:00,156.43
12/5/2019 16:00:00,208.74,12/5/2019 16:00:00,1740.48,12/5/2019 16:00:00,39.62,12/5/2019 16:00:00,158.22
12/6/2019 16:00:00,212.17,12/6/2019 16:00:00,1751.6,12/6/2019 16:00:00,39.63,12/6/2019 16:00:00,158.01
12/9/2019 16:00:00,212.17,12/9/2019 16:00:00,1749.51,12/9/2019 16:00:00,38.93,12/9/2019 16:00:00,157.48
12/10/2019 16:00:00,213.98,12/10/2019 16:00:00,1739.21,12/10/2019 16:00:00,39.44,12/10/2019 16:00:00,156.4
12/11/2019 16:00:00,217.34,12/11/2019 16:00:00,1748.72,12/11/2019 16:00:00,39.47,12/11/2019 16:00:00,156.39
12/12/2019 16:00:00,224.07,12/12/2019 16:00:00,1760.33,12/12/2019 16:00:00,42.59,12/12/2019 16:00:00,158.59
12/13/2019 16:00:00,223.99,12/13/2019 16:00:00,1760.94,12/13/2019 16:00:00,41.15,12/13/2019 16:00:00,161.13
12/16/2019 16:00:00,225.15,12/16/2019 16:00:00,1769.21,12/16/2019 16:00:00,42.35,12/16/2019 16:00:00,161.96
12/17/2019 16:00:00,228.29,12/17/2019 16:00:00,1790.66,12/17/2019 16:00:00,42.77,12/17/2019 16:00:00,161.63
12/18/2019 16:00:00,229.51,12/18/2019 16:00:00,1784.03,12/18/2019 16:00:00,42.3,12/18/2019 16:00:00,161.48
12/19/2019 16:00:00,235.46,12/19/2019 16:00:00,1792.28,12/19/2019 16:00:00,42.83,12/19/2019 16:00:00,163.33
12/20/2019 16:00:00,239.37,12/20/2019 16:00:00,1786.5,12/20/2019 16:00:00,44.15,12/20/2019 16:00:00,164.55
12/23/2019 16:00:00,238.82,12/23/2019 16:00:00,1793,12/23/2019 16:00:00,45.46,12/23/2019 16:00:00,163.74
12/24/2019 13:00:00,238.62,12/24/2019 13:00:00,1789.21,12/24/2019 13:00:00,46.54,12/24/2019 13:00:00,163.25
12/26/2019 16:00:00,239.19,12/26/2019 16:00:00,1868.77,12/26/2019 16:00:00,46.63,12/26/2019 16:00:00,164.51
12/27/2019 16:00:00,236.87,12/27/2019 16:00:00,1869.8,12/27/2019 16:00:00,46.18,12/27/2019 16:00:00,164.98
12/30/2019 16:00:00,232.32,12/30/2019 16:00:00,1846.89,12/30/2019 16:00:00,45.52,12/30/2019 16:00:00,162.44
