,NVDA,,AMZN,,AMD,,CRM
Date,Close,Date,Close,Date,Close,Date,Close
6/2/2017 16:00:00,143.64,6/2/2017 16:00:00,1006.73,6/2/2017 16:00:00,10.9,6/2/2017 16:00:00,90.86
6/5/2017 16:00:00,148.01,6/5/2017 16:00:00,1011.34,6/5/2017 16:00:00,11.24,6/5/2017 16:00:00,91.38
6/6/2017 16:00:00,147.34,6/6/2017 16:00:00,1003,6/6/2017 16:00:00,12.03,6/6/2017 16:00:00,91.1
6/7/2017 16:00:00,149.12,6/7/2017 16:00:00,1010.07,6/7/2017 16:00:00,12.38,6/7/2017 16:00:00,91.39
6/8/2017 16:00:00,159.94,6/8/2017 16:00:00,1010.27,6/8/2017 16:00:00,12.9,6/8/2017 16:00:00,91.25
6/9/2017 16:00:00,149.6,6/9/2017 16:00:00,978.31,6/9/2017 16:00:00,12.28,6/9/2017 16:00:00,87.27
6/12/2017 16:00:00,149.97,6/12/2017 16:00:00,964.91,6/12/2017 16:00:00,12.09,6/12/2017 16:00:00,86.18
6/13/2017 16:00:00,151.4,6/13/2017 16:00:00,980.79,6/13/2017 16:00:00,11.96,6/13/2017 16:00:00,87.27
6/14/2017 16:00:00,151.72,6/14/2017 16:00:00,976.47,6/14/2017 16:00:00,11.77,6/14/2017 16:00:00,87.17
6/15/2017 16:00:00,152.37,6/15/2017 16:00:00,964.17,6/15/2017 16:00:00,11.5,6/15/2017 16:00:00,86.27
6/16/2017 16:00:00,151.62,6/16/2017 16:00:00,987.71,6/16/2017 16:00:00,11.44,6/16/2017 16:00:00,86
6/19/2017 16:00:00,157.32,6/19/2017 16:00:00,995.17,6/19/2017 16:00:00,11.93,6/19/2017 16:00:00,87.54
6/20/2017 16:00:00,157.09,6/20/2017 16:00:00,992.59,6/20/2017 16:00:00,12.64,6/20/2017 16:00:00,86.92
6/21/2017 16:00:00,159.47,6/21/2017 16:00:00,1002.23,6/21/2017 16:00:00,13.98,6/21/2017 16:00:00,87.56
6/22/2017 16:00:00,158.37,6/22/2017 16:00:00,1001.3,6/22/2017 16:00:00,14.38,6/22/2017 16:00:00,88.47
6/23/2017 16:00:00,153.83,6/23/2017 16:00:00,1003.74,6/23/2017 16:00:00,14.17,6/23/2017 16:00:00,88.62
6/26/2017 16:00:00,152.15,6/26/2017 16:00:00,993.98,6/26/2017 16:00:00,14.08,6/26/2017 16:00:00,88.11
6/27/2017 16:00:00,146.58,6/27/2017 16:00:00,976.78,6/27/2017 16:00:00,13.4,6/27/2017 16:00:00,87.68
6/28/2017 16:00:00,151.75,6/28/2017 16:00:00,990.33,6/28/2017 16:00:00,13.23,6/28/2017 16:00:00,88.09
6/29/2017 16:00:00,146.68,6/29/2017 16:00:00,975.93,6/29/2017 16:00:00,12.6,6/29/2017 16:00:00,86.8
6/30/2017 16:00:00,144.56,6/30/2017 16:00:00,968,6/30/2017 16:00:00,12.48,6/30/2017 16:00:00,86.6
7/3/2017 16:00:00,139.33,7/3/2017 16:00:00,953.66,7/3/2017 16:00:00,12.15,7/3/2017 16:00:00,86.1
7/5/2017 16:00:00,143.05,7/5/2017 16:00:00,971.4,7/5/2017 16:00:00,13.19,7/5/2017 16:00:00,87.5
7/6/2017 16:00:00,143.48,7/6/2017 16:00:00,965.14,7/6/2017 16:00:00,13.02,7/6/2017 16:00:00,86.85
7/7/2017 16:00:00,146.76,7/7/2017 16:00:00,978.76,7/7/2017 16:00:00,13.36,7/7/2017 16:00:00,87.92
7/10/2017 16:00:00,153.7,7/10/2017 16:00:00,996.47,7/10/2017 16:00:00,13.81,7/10/2017 16:00:00,88.5
7/11/2017 16:00:00,155.88,7/11/2017 16:00:00,994.13,7/11/2017 16:00:00,13.89,7/11/2017 16:00:00,88.35
7/12/2017 16:00:00,162.51,7/12/2017 16:00:00,1006.51,7/12/2017 16:00:00,14.29,7/12/2017 16:00:00,90.4
7/13/2017 16:00:00,160.63,7/13/2017 16:00:00,1000.63,7/13/2017 16:00:00,13.53,7/13/2017 16:00:00,89.57
7/14/2017 16:00:00,164.95,7/14/2017 16:00:00,1001.81,7/14/2017 16:00:00,13.92,7/14/2017 16:00:00,90
7/17/2017 16:00:00,164.25,7/17/2017 16:00:00,1010.04,7/17/2017 16:00:00,13.8,7/17/2017 16:00:00,89.29
7/18/2017 16:00:00,165.96,7/18/2017 16:00:00,1024.45,7/18/2017 16:00:00,13.48,7/18/2017 16:00:00,89.27
7/19/2017 16:00:00,165.1,7/19/2017 16:00:00,1026.87,7/19/2017 16:00:00,13.55,7/19/2017 16:00:00,89.56
7/20/2017 16:00:00,167.5,7/20/2017 16:00:00,1028.7,7/20/2017 16:00:00,13.8,7/20/2017 16:00:00,90.54
7/21/2017 16:00:00,168.1,7/21/2017 16:00:00,1025.67,7/21/2017 16:00:00,13.88,7/21/2017 16:00:00,89.69
7/24/2017 16:00:00,166.15,7/24/2017 16:00:00,1038.95,7/24/2017 16:00:00,14.16,7/24/2017 16:00:00,89.67
7/25/2017 16:00:00,165.35,7/25/2017 16:00:00,1039.87,7/25/2017 16:00:00,14.11,7/25/2017 16:00:00,90.63
7/26/2017 16:00:00,167.26,7/26/2017 16:00:00,1052.8,7/26/2017 16:00:00,14.76,7/26/2017 16:00:00,91.07
7/27/2017 16:00:00,161.74,7/27/2017 16:00:00,1046,7/27/2017 16:00:00,14.12,7/27/2017 16:00:00,90.51
7/28/2017 16:00:00,164.39,7/28/2017 16:00:00,1020.04,7/28/2017 16:00:00,13.95,7/28/2017 16:00:00,90.62
7/31/2017 16:00:00,162.51,7/31/2017 16:00:00,987.78,7/31/2017 16:00:00,13.61,7/31/2017 16:00:00,90.8
8/1/2017 16:00:00,164.49,8/1/2017 16:00:00,996.19,8/1/2017 16:00:00,13.71,8/1/2017 16:00:00,91.22
8/2/2017 16:00:00,164.39,8/2/2017 16:00:00,995.89,8/2/2017 16:00:00,13.37,8/2/2017 16:00:00,89.89
8/3/2017 16:00:00,166.48,8/3/2017 16:00:00,986.92,8/3/2017 16:00:00,13.24,8/3/2017 16:00:00,90.35
8/4/2017 16:00:00,167.21,8/4/2017 16:00:00,987.58,8/4/2017 16:00:00,13.12,8/4/2017 16:00:00,90.45
8/7/2017 16:00:00,172.35,8/7/2017 16:00:00,992.27,8/7/2017 16:00:00,13.43,8/7/2017 16:00:00,90.5
8/8/2017 16:00:00,170.3,8/8/2017 16:00:00,989.84,8/8/2017 16:00:00,13.11,8/8/2017 16:00:00,90.26
8/9/2017 16:00:00,172.11,8/9/2017 16:00:00,982.01,8/9/2017 16:00:00,12.83,8/9/2017 16:00:00,90.12
8/10/2017 16:00:00,164.74,8/10/2017 16:00:00,956.92,8/10/2017 16:00:00,12.12,8/10/2017 16:00:00,87.63
8/11/2017 16:00:00,155.96,8/11/2017 16:00:00,967.99,8/11/2017 16:00:00,12.23,8/11/2017 16:00:00,88.29
8/14/2017 16:00:00,168.4,8/14/2017 16:00:00,983.3,8/14/2017 16:00:00,12.76,8/14/2017 16:00:00,90.25
8/15/2017 16:00:00,166.98,8/15/2017 16:00:00,982.74,8/15/2017 16:00:00,13.02,8/15/2017 16:00:00,90.7
8/16/2017 16:00:00,165.15,8/16/2017 16:00:00,978.18,8/16/2017 16:00:00,12.63,8/16/2017 16:00:00,92.24
8/17/2017 16:00:00,161.47,8/17/2017 16:00:00,960.57,8/17/2017 16:00:00,12.34,8/17/2017 16:00:00,90.88
8/18/2017 16:00:00,161.5,8/18/2017 16:00:00,958.47,8/18/2017 16:00:00,12.37,8/18/2017 16:00:00,90.76
8/21/2017 16:00:00,159.15,8/21/2017 16:00:00,953.29,8/21/2017 16:00:00,12.05,8/21/2017 16:00:00,91.76
8/22/2017 16:00:00,162.55,8/22/2017 16:00:00,966.9,8/22/2017 16:00:00,12.17,8/22/2017 16:00:00,92.95
8/23/2017 16:00:00,165.8,8/23/2017 16:00:00,958,8/23/2017 16:00:00,12.48,8/23/2017 16:00:00,93.07
8/24/2017 16:00:00,165.19,8/24/2017 16:00:00,952.45,8/24/2017 16:00:00,12.5,8/24/2017 16:00:00,94.15
8/25/2017 16:00:00,163.81,8/25/2017 16:00:00,945.26,8/25/2017 16:00:00,12.43,8/25/2017 16:00:00,94.1
8/28/2017 16:00:00,164.97,8/28/2017 16:00:00,946.02,8/28/2017 16:00:00,12.23,8/28/2017 16:00:00,93.66
8/29/2017 16:00:00,164.7,8/29/2017 16:00:00,954.06,8/29/2017 16:00:00,12.15,8/29/2017 16:00:00,93.83
8/30/2017 16:00:00,165.68,8/30/2017 16:00:00,967.59,8/30/2017 16:00:00,12.67,8/30/2017 16:00:00,94.86
8/31/2017 16:00:00,169.44,8/31/2017 16:00:00,980.6,8/31/2017 16:00:00,13,8/31/2017 16:00:00,95.49
9/1/2017 16:00:00,170.46,9/1/2017 16:00:00,978.25,9/1/2017 16:00:00,13.19,9/1/2017 16:00:00,96.01
9/5/2017 16:00:00,165.91,9/5/2017 16:00:00,965.27,9/5/2017 16:00:00,12.92,9/5/2017 16:00:00,96.18
9/6/2017 16:00:00,165.81,9/6/2017 16:00:00,967.8,9/6/2017 16:00:00,12.86,9/6/2017 16:00:00,95.82
9/7/2017 16:00:00,166.58,9/7/2017 16:00:00,979.47,9/7/2017 16:00:00,12.63,9/7/2017 16:00:00,96.73
9/8/2017 16:00:00,163.69,9/8/2017 16:00:00,965.9,9/8/2017 16:00:00,12.25,9/8/2017 16:00:00,96.43
9/11/2017 16:00:00,169,9/11/2017 16:00:00,977.96,9/11/2017 16:00:00,12.55,9/11/2017 16:00:00,97.71
9/12/2017 16:00:00,169.61,9/12/2017 16:00:00,982.58,9/12/2017 16:00:00,12.3,9/12/2017 16:00:00,96.85
9/13/2017 16:00:00,170.37,9/13/2017 16:00:00,999.6,9/13/2017 16:00:00,12.22,9/13/2017 16:00:00,95.61
9/14/2017 16:00:00,169.4,9/14/2017 16:00:00,992.21,9/14/2017 16:00:00,12.26,9/14/2017 16:00:00,95.3
9/15/2017 16:00:00,180.11,9/15/2017 16:00:00,986.79,9/15/2017 16:00:00,12.52,9/15/2017 16:00:00,94.63
9/18/2017 16:00:00,187.55,9/18/2017 16:00:00,974.19,9/18/2017 16:00:00,13.08,9/18/2017 16:00:00,95.74
9/19/2017 16:00:00,187.35,9/19/2017 16:00:00,969.86,9/19/2017 16:00:00,13.12,9/19/2017 16:00:00,95.35
9/20/2017 16:00:00,185.84,9/20/2017 16:00:00,973.21,9/20/2017 16:00:00,13.74,9/20/2017 16:00:00,95.21
9/21/2017 16:00:00,180.76,9/21/2017 16:00:00,964.65,9/21/2017 16:00:00,13.41,9/21/2017 16:00:00,94.86
9/22/2017 16:00:00,179,9/22/2017 16:00:00,955.1,9/22/2017 16:00:00,13.3,9/22/2017 16:00:00,94.94
9/25/2017 16:00:00,171,9/25/2017 16:00:00,939.79,9/25/2017 16:00:00,12.61,9/25/2017 16:00:00,92.47
9/26/2017 16:00:00,171.96,9/26/2017 16:00:00,938.6,9/26/2017 16:00:00,12.45,9/26/2017 16:00:00,92.34
9/27/2017 16:00:00,175.73,9/27/2017 16:00:00,950.87,9/27/2017 16:00:00,12.74,9/27/2017 16:00:00,93.21
9/28/2017 16:00:00,175.68,9/28/2017 16:00:00,956.4,9/28/2017 16:00:00,12.74,9/28/2017 16:00:00,92.6
9/29/2017 16:00:00,178.77,9/29/2017 16:00:00,961.35,9/29/2017 16:00:00,12.75,9/29/2017 16:00:00,93.42
10/2/2017 16:00:00,179,10/2/2017 16:00:00,959.19,10/2/2017 16:00:00,12.71,10/2/2017 16:00:00,93.94
10/3/2017 16:00:00,179.37,10/3/2017 16:00:00,957.1,10/3/2017 16:00:00,13.42,10/3/2017 16:00:00,95.36
10/4/2017 16:00:00,180.87,10/4/2017 16:00:00,965.45,10/4/2017 16:00:00,13.31,10/4/2017 16:00:00,95.52
10/5/2017 16:00:00,180.77,10/5/2017 16:00:00,980.85,10/5/2017 16:00:00,13.34,10/5/2017 16:00:00,95.73
10/6/2017 16:00:00,181.3,10/6/2017 16:00:00,989.58,10/6/2017 16:00:00,13.23,10/6/2017 16:00:00,96.32
10/9/2017 16:00:00,185.39,10/9/2017 16:00:00,990.99,10/9/2017 16:00:00,13.47,10/9/2017 16:00:00,96.27
10/10/2017 16:00:00,188.93,10/10/2017 16:00:00,987.2,10/10/2017 16:00:00,13.7,10/10/2017 16:00:00,95.39
10/11/2017 16:00:00,190.94,10/11/2017 16:00:00,995,10/11/2017 16:00:00,13.88,10/11/2017 16:00:00,96.01
10/12/2017 16:00:00,191.03,10/12/2017 16:00:00,1000.93,10/12/2017 16:00:00,14.2,10/12/2017 16:00:00,96.74
10/13/2017 16:00:00,194.59,10/13/2017 16:00:00,1002.94,10/13/2017 16:00:00,14.22,10/13/2017 16:00:00,96.94
10/16/2017 16:00:00,197.93,10/16/2017 16:00:00,1006.34,10/16/2017 16:00:00,14.26,10/16/2017 16:00:00,97.15
10/17/2017 16:00:00,197.75,10/17/2017 16:00:00,1009.13,10/17/2017 16:00:00,14.16,10/17/2017 16:00:00,96.72
10/18/2017 16:00:00,197.58,10/18/2017 16:00:00,997,10/18/2017 16:00:00,14.07,10/18/2017 16:00:00,96.44
10/19/2017 16:00:00,197.8,10/19/2017 16:00:00,986.61,10/19/2017 16:00:00,13.95,10/19/2017 16:00:00,97.19
10/20/2017 16:00:00,196.9,10/20/2017 16:00:00,982.91,10/20/2017 16:00:00,13.81,10/20/2017 16:00:00,98.9
10/23/2017 16:00:00,196.62,10/23/2017 16:00:00,966.3,10/23/2017 16:00:00,14.1,10/23/2017 16:00:00,98.44
10/24/2017 16:00:00,198.68,10/24/2017 16:00:00,975.9,10/24/2017 16:00:00,14.25,10/24/2017 16:00:00,98.66
10/25/2017 16:00:00,193.66,10/25/2017 16:00:00,972.91,10/25/2017 16:00:00,12.33,10/25/2017 16:00:00,99.59
10/26/2017 16:00:00,195.69,10/26/2017 16:00:00,972.43,10/26/2017 16:00:00,12.01,10/26/2017 16:00:00,100.05
10/27/2017 16:00:00,201.86,10/27/2017 16:00:00,1100.95,10/27/2017 16:00:00,11.84,10/27/2017 16:00:00,100.7
10/30/2017 16:00:00,203.84,10/30/2017 16:00:00,1110.85,10/30/2017 16:00:00,10.89,10/30/2017 16:00:00,100.7
10/31/2017 16:00:00,206.81,10/31/2017 16:00:00,1105.28,10/31/2017 16:00:00,10.99,10/31/2017 16:00:00,102.34
11/1/2017 16:00:00,207.2,11/1/2017 16:00:00,1103.68,11/1/2017 16:00:00,10.8,11/1/2017 16:00:00,101.95
11/2/2017 16:00:00,205.94,11/2/2017 16:00:00,1094.22,11/2/2017 16:00:00,10.85,11/2/2017 16:00:00,102.6
11/3/2017 16:00:00,208.69,11/3/2017 16:00:00,1111.6,11/3/2017 16:00:00,11.12,11/3/2017 16:00:00,102.71
11/6/2017 16:00:00,209.63,11/6/2017 16:00:00,1120.66,11/6/2017 16:00:00,11.93,11/6/2017 16:00:00,102.42
11/7/2017 16:00:00,212.03,11/7/2017 16:00:00,1123.17,11/7/2017 16:00:00,12.05,11/7/2017 16:00:00,102.72
11/8/2017 16:00:00,209.16,11/8/2017 16:00:00,1132.88,11/8/2017 16:00:00,11.71,11/8/2017 16:00:00,105.03
11/9/2017 16:00:00,205.32,11/9/2017 16:00:00,1129.13,11/9/2017 16:00:00,11.12,11/9/2017 16:00:00,103.6
11/10/2017 16:00:00,216.14,11/10/2017 16:00:00,1125.35,11/10/2017 16:00:00,11.26,11/10/2017 16:00:00,105.24
11/13/2017 16:00:00,212.63,11/13/2017 16:00:00,1129.17,11/13/2017 16:00:00,11.09,11/13/2017 16:00:00,105.78
11/14/2017 16:00:00,214.18,11/14/2017 16:00:00,1136.84,11/14/2017 16:00:00,11.12,11/14/2017 16:00:00,106.23
11/15/2017 16:00:00,209.98,11/15/2017 16:00:00,1126.69,11/15/2017 16:00:00,11.07,11/15/2017 16:00:00,105.43
11/16/2017 16:00:00,211.61,11/16/2017 16:00:00,1137.29,11/16/2017 16:00:00,11.25,11/16/2017 16:00:00,107.03
11/17/2017 16:00:00,211.36,11/17/2017 16:00:00,1129.88,11/17/2017 16:00:00,11.38,11/17/2017 16:00:00,107.58
11/20/2017 16:00:00,214.08,11/20/2017 16:00:00,1126.31,11/20/2017 16:00:00,11.34,11/20/2017 16:00:00,107.37
11/21/2017 16:00:00,216.05,11/21/2017 16:00:00,1139.49,11/21/2017 16:00:00,11.4,11/21/2017 16:00:00,108.8
11/22/2017 16:00:00,214.93,11/22/2017 16:00:00,1156.16,11/22/2017 16:00:00,11.37,11/22/2017 16:00:00,106.83
11/24/2017 13:00:00,216.96,11/24/2017 13:00:00,1186,11/24/2017 13:00:00,11.38,11/24/2017 13:00:00,107.15
11/27/2017 16:00:00,214.14,11/27/2017 16:00:00,1195.83,11/27/2017 16:00:00,11.55,11/27/2017 16:00:00,106.58
11/28/2017 16:00:00,210.71,11/28/2017 16:00:00,1193.6,11/28/2017 16:00:00,11.17,11/28/2017 16:00:00,106.46
11/29/2017 16:00:00,196.42,11/29/2017 16:00:00,1161.27,11/29/2017 16:00:00,10.83,11/29/2017 16:00:00,103.53
11/30/2017 16:00:00,200.71,11/30/2017 16:00:00,1176.75,11/30/2017 16:00:00,10.89,11/30/2017 16:00:00,104.32
12/1/2017 16:00:00,197.68,12/1/2017 16:00:00,1162.35,12/1/2017 16:00:00,10.73,12/1/2017 16:00:00,103.83
12/4/2017 16:00:00,186.66,12/4/2017 16:00:00,1133.95,12/4/2017 16:00:00,10.03,12/4/2017 16:00:00,99.85
12/5/2017 16:00:00,187.74,12/5/2017 16:00:00,1141.57,12/5/2017 16:00:00,9.91,12/5/2017 16:00:00,100.69
12/6/2017 16:00:00,189.26,12/6/2017 16:00:00,1152.35,12/6/2017 16:00:00,10,12/6/2017 16:00:00,102.92
12/7/2017 16:00:00,191.99,12/7/2017 16:00:00,1159.79,12/7/2017 16:00:00,10.04,12/7/2017 16:00:00,104.07
12/8/2017 16:00:00,191.49,12/8/2017 16:00:00,1162,12/8/2017 16:00:00,9.94,12/8/2017 16:00:00,103.44
12/11/2017 16:00:00,194.66,12/11/2017 16:00:00,1168.92,12/11/2017 16:00:00,10.16,12/11/2017 16:00:00,104.54
12/12/2017 16:00:00,190.84,12/12/2017 16:00:00,1165.08,12/12/2017 16:00:00,9.9,12/12/2017 16:00:00,103.67
12/13/2017 16:00:00,186.18,12/13/2017 16:00:00,1164.13,12/13/2017 16:00:00,10.11,12/13/2017 16:00:00,103.94
12/14/2017 16:00:00,186.47,12/14/2017 16:00:00,1174.26,12/14/2017 16:00:00,10.13,12/14/2017 16:00:00,104.24
12/15/2017 16:00:00,191.56,12/15/2017 16:00:00,1179.14,12/15/2017 16:00:00,10.29,12/15/2017 16:00:00,105.48
12/18/2017 16:00:00,197.9,12/18/2017 16:00:00,1190.58,12/18/2017 16:00:00,10.98,12/18/2017 16:00:00,105.08
12/19/2017 16:00:00,196.11,12/19/2017 16:00:00,1187.38,12/19/2017 16:00:00,10.95,12/19/2017 16:00:00,104.26
12/20/2017 16:00:00,196.8,12/20/2017 16:00:00,1177.62,12/20/2017 16:00:00,10.98,12/20/2017 16:00:00,103.39
12/21/2017 16:00:00,195.89,12/21/2017 16:00:00,1174.76,12/21/2017 16:00:00,10.89,12/21/2017 16:00:00,103.62
12/22/2017 16:00:00,195.27,12/22/2017 16:00:00,1168.36,12/22/2017 16:00:00,10.54,12/22/2017 16:00:00,102.63
12/26/2017 16:00:00,197.44,12/26/2017 16:00:00,1176.76,12/26/2017 16:00:00,10.46,12/26/2017 16:00:00,102.54
12/27/2017 16:00:00,197.17,12/27/2017 16:00:00,1182.26,12/27/2017 16:00:00,10.53,12/27/2017 16:00:00,102.65
12/28/2017 16:00:00,197.4,12/28/2017 16:00:00,1186.1,12/28/2017 16:00:00,10.55,12/28/2017 16:00:00,102.79
12/29/2017 16:00:00,193.5,12/29/2017 16:00:00,1169.47,12/29/2017 16:00:00,10.28,12/29/2017 16:00:00,102.23
1/2/2018 16:00:00,199.35,1/2/2018 16:00:00,1189.01,1/2/2018 16:00:00,10.98,1/2/2018 16:00:00,104.41
1/3/2018 16:00:00,212.47,1/3/2018 16:00:00,1204.2,1/3/2018 16:00:00,11.55,1/3/2018 16:00:00,105.29
1/4/2018 16:00:00,213.59,1/4/2018 16:00:00,1209.59,1/4/2018 16:00:00,12.12,1/4/2018 16:00:00,106.68
1/5/2018 16:00:00,215.4,1/5/2018 16:00:00,1229.14,1/5/2018 16:00:00,11.88,1/5/2018 16:00:00,108.1
1/8/2018 16:00:00,222,1/8/2018 16:00:00,1246.87,1/8/2018 16:00:00,12.28,1/8/2018 16:00:00,108.86
1/9/2018 16:00:00,221.94,1/9/2018 16:00:00,1252.7,1/9/2018 16:00:00,11.82,1/9/2018 16:00:00,109.15
1/10/2018 16:00:00,223.68,1/10/2018 16:00:00,1254.33,1/10/2018 16:00:00,11.96,1/10/2018 16:00:00,108.8
1/11/2018 16:00:00,224.08,1/11/2018 16:00:00,1276.68,1/11/2018 16:00:00,12.14,1/11/2018 16:00:00,109.1
1/12/2018 16:00:00,222.98,1/12/2018 16:00:00,1305.2,1/12/2018 16:00:00,12.02,1/12/2018 16:00:00,110.24
1/16/2018 16:00:00,220.11,1/16/2018 16:00:00,1304.86,1/16/2018 16:00:00,11.91,1/16/2018 16:00:00,108.89
1/17/2018 16:00:00,224.72,1/17/2018 16:00:00,1295,1/17/2018 16:00:00,12.18,1/17/2018 16:00:00,110.04
1/18/2018 16:00:00,224.44,1/18/2018 16:00:00,1293.32,1/18/2018 16:00:00,12.47,1/18/2018 16:00:00,111.77
1/19/2018 16:00:00,230.11,1/19/2018 16:00:00,1294.58,1/19/2018 16:00:00,12.59,1/19/2018 16:00:00,111.93
1/22/2018 16:00:00,233.69,1/22/2018 16:00:00,1327.31,1/22/2018 16:00:00,12.65,1/22/2018 16:00:00,112.89
1/23/2018 16:00:00,238.91,1/23/2018 16:00:00,1362.54,1/23/2018 16:00:00,12.94,1/23/2018 16:00:00,113.24
1/24/2018 16:00:00,235.8,1/24/2018 16:00:00,1357.51,1/24/2018 16:00:00,12.71,1/24/2018 16:00:00,112.85
1/25/2018 16:00:00,236.35,1/25/2018 16:00:00,1377.95,1/25/2018 16:00:00,12.41,1/25/2018 16:00:00,111.96
1/26/2018 16:00:00,243.33,1/26/2018 16:00:00,1402.05,1/26/2018 16:00:00,12.95,1/26/2018 16:00:00,113.7
1/29/2018 16:00:00,246.85,1/29/2018 16:00:00,1417.68,1/29/2018 16:00:00,13.32,1/29/2018 16:00:00,113.3
1/30/2018 16:00:00,242.72,1/30/2018 16:00:00,1437.82,1/30/2018 16:00:00,12.87,1/30/2018 16:00:00,112.23
1/31/2018 16:00:00,245.8,1/31/2018 16:00:00,1450.89,1/31/2018 16:00:00,13.74,1/31/2018 16:00:00,113.91
2/1/2018 16:00:00,240.5,2/1/2018 16:00:00,1390,2/1/2018 16:00:00,13.25,2/1/2018 16:00:00,112.74
2/2/2018 16:00:00,233.52,2/2/2018 16:00:00,1429.95,2/2/2018 16:00:00,12.45,2/2/2018 16:00:00,110.78
2/5/2018 16:00:00,213.7,2/5/2018 16:00:00,1390,2/5/2018 16:00:00,11.57,2/5/2018 16:00:00,107.65
2/6/2018 16:00:00,225.58,2/6/2018 16:00:00,1442.84,2/6/2018 16:00:00,11.65,2/6/2018 16:00:00,109.57
2/7/2018 16:00:00,228.8,2/7/2018 16:00:00,1416.78,2/7/2018 16:00:00,11.6,2/7/2018 16:00:00,110.05
2/8/2018 16:00:00,217.52,2/8/2018 16:00:00,1350.5,2/8/2018 16:00:00,11.22,2/8/2018 16:00:00,104.03
2/9/2018 16:00:00,232.08,2/9/2018 16:00:00,1339.6,2/9/2018 16:00:00,11.31,2/9/2018 16:00:00,106.98
2/12/2018 16:00:00,228.03,2/12/2018 16:00:00,1386.23,2/12/2018 16:00:00,11.68,2/12/2018 16:00:00,108.55
2/13/2018 16:00:00,232.63,2/13/2018 16:00:00,1414.51,2/13/2018 16:00:00,11.78,2/13/2018 16:00:00,107.69
2/14/2018 16:00:00,241.42,2/14/2018 16:00:00,1451.05,2/14/2018 16:00:00,12.2,2/14/2018 16:00:00,109.02
2/15/2018 16:00:00,246.5,2/15/2018 16:00:00,1461.76,2/15/2018 16:00:00,12.19,2/15/2018 16:00:00,113.12
2/16/2018 16:00:00,243.84,2/16/2018 16:00:00,1448.69,2/16/2018 16:00:00,11.82,2/16/2018 16:00:00,112.86
2/20/2018 16:00:00,249.08,2/20/2018 16:00:00,1468.35,2/20/2018 16:00:00,12.02,2/20/2018 16:00:00,114.35
2/21/2018 16:00:00,241.51,2/21/2018 16:00:00,1482.92,2/21/2018 16:00:00,11.72,2/21/2018 16:00:00,114.48
2/22/2018 16:00:00,242.15,2/22/2018 16:00:00,1485.34,2/22/2018 16:00:00,11.84,2/22/2018 16:00:00,113
2/23/2018 16:00:00,245.93,2/23/2018 16:00:00,1500,2/23/2018 16:00:00,12.07,2/23/2018 16:00:00,114.96
2/26/2018 16:00:00,246.58,2/26/2018 16:00:00,1521.95,2/26/2018 16:00:00,12.42,2/26/2018 16:00:00,116.65
2/27/2018 16:00:00,246.06,2/27/2018 16:00:00,1511.98,2/27/2018 16:00:00,12.53,2/27/2018 16:00:00,116.47
2/28/2018 16:00:00,242,2/28/2018 16:00:00,1512.45,2/28/2018 16:00:00,12.11,2/28/2018 16:00:00,116.25
3/1/2018 16:00:00,232.21,3/1/2018 16:00:00,1493.45,3/1/2018 16:00:00,11.9,3/1/2018 16:00:00,119.43
3/2/2018 16:00:00,236.54,3/2/2018 16:00:00,1500.25,3/2/2018 16:00:00,11.81,3/2/2018 16:00:00,121.92
3/5/2018 16:00:00,235.65,3/5/2018 16:00:00,1523.61,3/5/2018 16:00:00,11.91,3/5/2018 16:00:00,122.5
3/6/2018 16:00:00,242.16,3/6/2018 16:00:00,1537.64,3/6/2018 16:00:00,11.76,3/6/2018 16:00:00,124.48
3/7/2018 16:00:00,241.84,3/7/2018 16:00:00,1545,3/7/2018 16:00:00,12.24,3/7/2018 16:00:00,125.33
3/8/2018 16:00:00,241.18,3/8/2018 16:00:00,1551.86,3/8/2018 16:00:00,11.97,3/8/2018 16:00:00,126.36
3/9/2018 16:00:00,245.33,3/9/2018 16:00:00,1578.89,3/9/2018 16:00:00,11.7,3/9/2018 16:00:00,127.41
3/12/2018 16:00:00,249.76,3/12/2018 16:00:00,1598.39,3/12/2018 16:00:00,11.52,3/12/2018 16:00:00,126.78
3/13/2018 16:00:00,247.71,3/13/2018 16:00:00,1588.18,3/13/2018 16:00:00,11.64,3/13/2018 16:00:00,126.73
3/14/2018 16:00:00,248.74,3/14/2018 16:00:00,1591,3/14/2018 16:00:00,11.36,3/14/2018 16:00:00,127.99
3/15/2018 16:00:00,249.34,3/15/2018 16:00:00,1582.32,3/15/2018 16:00:00,11.46,3/15/2018 16:00:00,127.22
3/16/2018 16:00:00,250.48,3/16/2018 16:00:00,1571.68,3/16/2018 16:00:00,11.47,3/16/2018 16:00:00,125.97
3/19/2018 16:00:00,241,3/19/2018 16:00:00,1544.93,3/19/2018 16:00:00,11.43,3/19/2018 16:00:00,124.98
3/20/2018 16:00:00,249.58,3/20/2018 16:00:00,1586.51,3/20/2018 16:00:00,11.11,3/20/2018 16:00:00,125.12
3/21/2018 16:00:00,248.56,3/21/2018 16:00:00,1581.86,3/21/2018 16:00:00,11.26,3/21/2018 16:00:00,121.7
3/22/2018 16:00:00,241.85,3/22/2018 16:00:00,1544.92,3/22/2018 16:00:00,10.91,3/22/2018 16:00:00,118.04
3/23/2018 16:00:00,232.97,3/23/2018 16:00:00,1495.56,3/23/2018 16:00:00,10.63,3/23/2018 16:00:00,114.43
